"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HSPH1","HSPH1",-0.0470012811258691,19.9549541971579,-0.855774789480978,0.3975191639113,0.65719611214866,-6.24780686942922
"PEX19","PEX19",0.0892016245856126,16.0621068088473,0.855121171405134,0.397876301845384,0.657652797417879,-6.24835977053739
"CHAF1B","CHAF1B",0.0523762721413501,15.8330506799775,0.854013801195412,0.39848182951684,0.65851977884578,-6.24929557753889
"AKAP8","AKAP8",-0.0517209962903706,17.2477941849631,-0.853738090627666,0.398632682161098,0.658635177497473,-6.24952839140989
"ARL5B","ARL5B",-0.0756860766570036,14.3197481985588,-0.853436143214295,0.398797931097087,0.65877431048328,-6.2497832771205
"IFNAR1","IFNAR1",0.0612150929467052,14.4959541566128,0.852774060129022,0.399160424199664,0.659239148378519,-6.25034186409201
"TPD52L2","TPD52L2",0.0762959565314425,17.2196853353493,0.852611867840045,0.399249256559589,0.659251920896384,-6.2504786390933
"MCM4","MCM4",0.0584010552254917,18.2139760879593,0.851441514715203,0.399890623100945,0.660154912811775,-6.25146484365062
"CSNK2B","CSNK2B",-0.053100442020618,17.2134615710747,-0.851317655907541,0.399958536793947,0.660154912811775,-6.2515691377353
"WFS1","WFS1",0.074800892951929,15.1378010770683,0.850864683175186,0.400206970144879,0.660430868921583,-6.25195043468661
"MRTO4","MRTO4",0.0634923132527803,17.3475425097865,0.850248269230407,0.400545197930765,0.660723154294444,-6.2524689973559
"LONP1","LONP1",0.0503383177659025,17.5709230507184,0.850245626585248,0.400546648340881,0.660723154294444,-6.25247121972209
"TBC1D10A","TBC1D10A",-0.0755661732648392,15.2116317898361,-0.849470697186411,0.400972108272867,0.661253393393278,-6.253122619886
"ARID1A","ARID1A",-0.0499733176771784,16.5213195969652,-0.849363869060109,0.401030782313798,0.661253393393278,-6.25321237404626
"HNRNPCL1, HNRNPCL3, HNRNPCL2","HNRNPCL1, HNRNPCL3, HNRNPCL2",-0.122031663922549,17.9470642147592,-0.848907529148316,0.401281481804679,0.661276222440589,-6.25359565649326
"HNRNPCL2","HNRNPCL2",-0.122031663922549,17.9470642147592,-0.848907529148316,0.401281481804679,0.661276222440589,-6.25359565649326
"TADA3","TADA3",-0.0571287820154076,16.0254178762897,-0.848894445804563,0.401288670845052,0.661276222440589,-6.25360664234532
"SENP1","SENP1",-0.0709843310014975,15.0853880195307,-0.84820952159405,0.401665135547399,0.661762441602109,-6.25418153363641
"DCP1B","DCP1B",-0.140477227601149,15.121485775233,-0.847517492023386,0.402045729480764,0.662187454295071,-6.25476193546265
"SLC27A1","SLC27A1",-0.0991012836170722,15.2839495026138,-0.847316553694829,0.402156281215208,0.662187454295071,-6.25493037608606
"USP25","USP25",-0.0917005227294041,14.6355876477876,-0.847198055812099,0.402221484964956,0.662187454295071,-6.25502969132522
"GYS2","GYS2",-0.0534615467169957,16.9039274415439,-0.847110992421212,0.40226939601103,0.662187454295071,-6.25510265222699
"ZKSCAN8","ZKSCAN8",-0.0491705167679939,15.4065453276336,-0.847000142659149,0.402330401865341,0.662187454295071,-6.25519553615502
