"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EVA1B","EVA1B",-1.41672254453408,14.6824825646095,-8.25645543901943,5.51756214832956e-10,7.11940677837635e-08,12.7516139463101
"LANCL2","LANCL2",0.616113379974538,15.8424007035383,8.24426012996626,5.72206645805616e-10,7.2679184746154e-08,12.7157970202779
"ZBTB38","ZBTB38",-0.599800250676093,14.7170412302611,-8.23812727669568,5.82779284250047e-10,7.28832738718252e-08,12.6977787330132
"GNB1L","GNB1L",1.33037925444938,15.4864869798635,8.23298594695169,5.91794915168513e-10,7.28894070515885e-08,12.6826702167782
"ARHGEF28","ARHGEF28",-0.92713776152223,14.8131099900303,-8.20558413345682,6.42283666335352e-10,7.79272227408966e-08,12.6020952328776
"MED14","MED14",0.495474642821602,14.8528513442008,8.17801992419614,6.97477389578044e-10,8.33793191158811e-08,12.5209565812772
"MRPL2","MRPL2",-0.531073409787195,16.2882544711572,-8.15061585323596,7.57115036305718e-10,8.91969294221621e-08,12.4402041936144
"PDCD2","PDCD2",-0.994912725739313,15.9674449624172,-8.12144207366674,8.26293641856781e-10,9.59563002093396e-08,12.3541442770811
"CCS","CCS",-0.853448084256296,16.3084697755,-8.11410839952961,8.44668563499262e-10,9.67086021505e-08,12.3324956677191
"SLC18B1","SLC18B1",0.422457408093795,16.1985982093114,8.08871280187211,9.11555875880875e-10,1.02917190486606e-07,12.2574830292809
"POU6F2","POU6F2",-1.88931567832725,14.1769654648824,-8.07868136052627,9.3943188430004e-10,1.04611531335274e-07,12.2278328160099
"KAT7","KAT7",-0.686187554568185,16.1070206113228,-8.0428179946963,1.04634214881754e-09,1.14942099023484e-07,12.1217398050691
"BRPF1","BRPF1",-0.948976401227617,15.9342250884217,-7.95346704904096,1.36948125048293e-09,1.48433507802343e-07,11.8568077435884
"CFI","CFI",0.944569789178283,15.0053670009243,7.94530035104092,1.40364627005673e-09,1.50134743806463e-07,11.8325500409417
"GORAB","GORAB",-0.494424579461672,16.3590470531711,-7.92186888390722,1.50653475899577e-09,1.59047026699696e-07,11.762911702424
"PCM1","PCM1",-0.478114877525304,16.8078526066894,-7.90456450196731,1.58738932082303e-09,1.65434458832954e-07,11.7114457337221
"PPIE","PPIE",-0.829588210529391,16.3483952010238,-7.87271285237166,1.74787455145911e-09,1.78762840192271e-07,11.6166315510356
"RAB39B","RAB39B",-2.47564565555384,14.2444957105843,-7.87056676135364,1.75926032911572e-09,1.78762840192271e-07,11.6102393714237
"TRAPPC2","TRAPPC2",-0.939645909884502,14.2208532799041,-7.85385591289897,1.85052265120384e-09,1.85714797921432e-07,11.560449334803
"MTMR3","MTMR3",-0.641515186127373,15.2087936640966,-7.8445934139362,1.90315523159801e-09,1.88110021016871e-07,11.5328391954029
"IFFO1","IFFO1",1.21238967070072,14.7534122132763,7.84156833777169,1.92067065375819e-09,1.88110021016871e-07,11.5238199669691
"HIPK1","HIPK1",1.12912525280193,15.2320966789593,7.83337617123969,1.96892690011009e-09,1.88574409606463e-07,11.4993903743427
"TMEM39B","TMEM39B",-0.612214123336432,15.1433421075866,-7.82921800292212,1.99388801070413e-09,1.88574409606463e-07,11.486987788145
"WDR12","WDR12",-0.769421684679845,16.9071222519178,-7.82512174922321,2.01879036545843e-09,1.88574409606463e-07,11.4747681344283
"PPM1N","PPM1N",1.86301116426106,16.2275393401702,7.82507438309058,2.01908015032522e-09,1.88574409606463e-07,11.4746268250442
"USP33","USP33",-0.609607252466938,15.4513303646757,-7.82144649846382,2.04140091590217e-09,1.88574409606463e-07,11.4638029184156
"CENPI","CENPI",-0.478056200793459,15.6457483026554,-7.79610440998272,2.20443860738017e-09,2.01346982465094e-07,11.3881563971404
"CNOT10","CNOT10",-0.693104292447163,15.2330049038087,-7.79047280325212,2.24242237055364e-09,2.02540571669228e-07,11.3713370616185
"GPN1","GPN1",-0.972833563352474,14.8836123944274,-7.77363380487015,2.35999170451104e-09,2.10817280944728e-07,11.3210265584421
"BIN3","BIN3",-0.890539927822868,15.6356504999623,-7.7593416734258,2.46465815565316e-09,2.17773979862006e-07,11.2783029225667
"PLP1","PLP1",0.821962446814524,14.9342851886726,7.74898597134342,2.54341818420571e-09,2.21556231969608e-07,11.2473336516228
"BBS10","BBS10",-0.957660867053278,14.6816391291289,-7.74659338686416,2.56197389656085e-09,2.21556231969608e-07,11.2401769712564
"NRF1","NRF1",-1.28576496933701,15.3027132034282,-7.73553236537639,2.64955275910567e-09,2.26718046092315e-07,11.2070838800219
"NOTCH3","NOTCH3",-1.74725715476289,14.2534647415485,-7.73032646110061,2.69181342059049e-09,2.27934909333126e-07,11.1915042836639
"SDC4","SDC4",1.15349169583813,16.3961521127054,7.71598747601958,2.81177221581829e-09,2.34030814259931e-07,11.1485783666674
"KAT14","KAT14",1.69451722429197,16.0279837613975,7.71486559739458,2.82138267898552e-09,2.34030814259931e-07,11.145218992376
"RHOB","RHOB",-0.967562166923969,14.2085478093415,-7.70672606439583,2.89211081223372e-09,2.37474432248969e-07,11.1208420902207
"TBX3","TBX3",-0.507861845421829,15.9027957200592,-7.70108502686134,2.94217732876044e-09,2.39169595054936e-07,11.1039440328605
"TCF7L2","TCF7L2",-0.521408704627195,15.7116831886417,-7.66390682099144,3.29480259802895e-09,2.6314462048398e-07,10.9924963347897
"COL6A1","COL6A1",1.05045980873671,15.6179575276953,7.66320533229066,3.30185155484881e-09,2.6314462048398e-07,10.9903922100773
"YTHDF1","YTHDF1",-0.90786564250854,16.1935070617491,-7.61922674698949,3.77561474455145e-09,2.9798031318892e-07,10.8583827906031
"FAM8A1","FAM8A1",-0.588998275125647,14.9140235959198,-7.59633041742572,4.04889034432197e-09,3.16475284701858e-07,10.7895820020248
"SUGT1","SUGT1",0.792453841751865,18.022447681487,7.58689331301123,4.16726363229345e-09,3.22625581589652e-07,10.7612101155458
"PSMD10","PSMD10",-0.83694545348715,16.3011763830339,-7.55361051211648,4.6133702035529e-09,3.51516759569078e-07,10.6610811354371
"PRKAR1B","PRKAR1B",-1.22870970705977,14.9679040447113,-7.55265069742285,4.62692745404002e-09,3.51516759569078e-07,10.6581920615984
"ZNF407","ZNF407",1.02039329932433,15.2928591921512,7.53445773466162,4.89164989074774e-09,3.68187240387855e-07,10.603414451472
"AP4S1","AP4S1",0.757962796508977,14.4821705158242,7.51223889641237,5.23580303916352e-09,3.89777784631522e-07,10.5364737533937
"TANK","TANK",-0.655746176765922,15.3641948918947,-7.50983992022668,5.27439492058893e-09,3.89777784631522e-07,10.5292434292493
